label,pixel 1,pixel 2,pixel 3,pixel 4,pixel 5,pixel 6,pixel 7,pixel 8,pixel 9,pixel 10,pixel 11,pixel 12,pixel 13,pixel 14,pixel 15,pixel 16,pixel 17,pixel 18,pixel 19,pixel 20,pixel 21,pixel 22,pixel 23,pixel 24,pixel 25,pixel 26,pixel 27,pixel 28,pixel 29,pixel 30,pixel 31,pixel 32,pixel 33,pixel 34,pixel 35,pixel 36,pixel 37,pixel 38,pixel 39,pixel 40,pixel 41,pixel 42,pixel 43,pixel 44,pixel 45,pixel 46,pixel 47,pixel 48,pixel 49,pixel 50,pixel 51,pixel 52,pixel 53,pixel 54,pixel 55,pixel 56,pixel 57,pixel 58,pixel 59,pixel 60,pixel 61,pixel 62,pixel 63,pixel 64
8,0.0,0.0,7.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,15.0,16.0,13.0,15.0,1.0,0.0,0.0,0.0,10.0,13.0,10.0,16.0,2.0,0.0,0.0,0.0,1.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,15.0,8.0,14.0,7.0,0.0,0.0,0.0,0.0,16.0,7.0,16.0,4.0,0.0,0.0,0.0,0.0,9.0,16.0,14.0,0.0,0.0,0.0
9,0.0,0.0,3.0,12.0,12.0,1.0,0.0,0.0,0.0,3.0,13.0,6.0,9.0,12.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,15.0,0.0,0.0,0.0,7.0,9.0,4.0,12.0,16.0,1.0,0.0,0.0,0.0,9.0,11.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,10.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,4.0,0.0,0.0
8,0.0,0.0,3.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,10.0,16.0,12.0,13.0,0.0,0.0,0.0,0.0,13.0,13.0,9.0,14.0,0.0,0.0,0.0,0.0,6.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,4.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,11.0,14.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,10.0,14.0,9.0,0.0,0.0,0.0,0.0,4.0,16.0,15.0,2.0,0.0,0.0
4,0.0,0.0,0.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,1.0,15.0,13.0,3.0,0.0,0.0,0.0,0.0,9.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,0.0,5.0,11.0,0.0,0.0,7.0,14.0,0.0,1.0,15.0,8.0,0.0,0.0,8.0,15.0,9.0,15.0,16.0,3.0,0.0,0.0,1.0,11.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,5.0,0.0,0.0
1,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,1.0,0.0,0.0
7,0.0,0.0,3.0,11.0,16.0,15.0,2.0,0.0,0.0,4.0,16.0,10.0,4.0,16.0,4.0,0.0,0.0,7.0,6.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0
7,0.0,0.0,6.0,16.0,16.0,6.0,0.0,0.0,0.0,5.0,13.0,5.0,7.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0
3,0.0,0.0,9.0,16.0,16.0,12.0,0.0,0.0,0.0,2.0,16.0,8.0,9.0,16.0,0.0,0.0,0.0,1.0,8.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,9.0,6.0,0.0,11.0,15.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,6.0,0.0
5,0.0,0.0,9.0,16.0,16.0,16.0,7.0,0.0,0.0,3.0,16.0,11.0,4.0,4.0,1.0,0.0,0.0,6.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,13.0,7.0,8.0,14.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,4.0,0.0,0.0
1,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,4.0,0.0,0.0
0,0.0,0.0,1.0,13.0,14.0,1.0,0.0,0.0,0.0,1.0,11.0,16.0,10.0,12.0,0.0,0.0,0.0,6.0,16.0,15.0,0.0,13.0,3.0,0.0,0.0,7.0,14.0,5.0,0.0,8.0,9.0,0.0,0.0,6.0,13.0,0.0,0.0,8.0,11.0,0.0,0.0,4.0,15.0,0.0,1.0,14.0,9.0,0.0,0.0,0.0,14.0,8.0,12.0,16.0,3.0,0.0,0.0,0.0,3.0,15.0,15.0,4.0,0.0,0.0
0,0.0,0.0,2.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,13.0,11.0,0.0,0.0,0.0,4.0,16.0,11.0,1.0,13.0,3.0,0.0,0.0,5.0,16.0,3.0,0.0,10.0,9.0,0.0,0.0,6.0,13.0,0.0,0.0,9.0,11.0,0.0,0.0,2.0,15.0,0.0,1.0,15.0,8.0,0.0,0.0,0.0,11.0,12.0,15.0,15.0,1.0,0.0,0.0,0.0,2.0,13.0,16.0,5.0,0.0,0.0
2,0.0,0.0,10.0,16.0,16.0,10.0,0.0,0.0,0.0,4.0,16.0,6.0,1.0,16.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,12.0,8.0,0.0,0.0,0.0,13.0,15.0,11.0,8.0,14.0,7.0
2,0.0,0.0,10.0,16.0,14.0,6.0,0.0,0.0,0.0,0.0,16.0,8.0,6.0,16.0,3.0,0.0,0.0,0.0,9.0,5.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,2.0,9.0,16.0,10.0,6.0,1.0,0.0,0.0,12.0,16.0,14.0,13.0,16.0,8.0
7,0.0,0.0,7.0,15.0,16.0,15.0,0.0,0.0,0.0,2.0,15.0,2.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,2.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,5.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0
8,0.0,0.0,6.0,14.0,16.0,6.0,0.0,0.0,0.0,6.0,16.0,16.0,8.0,15.0,0.0,0.0,0.0,7.0,14.0,14.0,12.0,14.0,0.0,0.0,0.0,0.0,13.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,15.0,5.0,15.0,4.0,0.0,0.0,0.0,0.0,8.0,16.0,15.0,1.0,0.0,0.0
2,0.0,0.0,10.0,16.0,13.0,3.0,0.0,0.0,0.0,0.0,6.0,15.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,4.0,15.0,16.0,13.0,8.0,5.0,0.0,0.0,6.0,16.0,10.0,9.0,12.0,15.0
0,0.0,0.0,10.0,16.0,14.0,2.0,0.0,0.0,0.0,3.0,16.0,9.0,8.0,14.0,0.0,0.0,0.0,5.0,16.0,3.0,2.0,15.0,6.0,0.0,0.0,5.0,16.0,3.0,0.0,12.0,10.0,0.0,0.0,7.0,14.0,0.0,0.0,12.0,11.0,0.0,0.0,7.0,16.0,1.0,3.0,16.0,5.0,0.0,0.0,4.0,16.0,7.0,12.0,11.0,1.0,0.0,0.0,0.0,10.0,16.0,14.0,3.0,0.0,0.0
1,0.0,0.0,0.0,1.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,13.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,13.0,0.0,0.0,0.0,11.0,16.0,11.0,13.0,13.0,0.0,0.0,0.0,3.0,7.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,0.0,0.0
2,0.0,0.0,11.0,16.0,16.0,7.0,0.0,0.0,0.0,2.0,16.0,10.0,11.0,15.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,16.0,3.0,0.0,0.0,0.0,3.0,3.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,7.0,0.0,0.0,0.0,0.0,2.0,12.0,15.0,6.0,4.0,1.0,0.0,0.0,10.0,16.0,16.0,16.0,16.0,10.0
6,0.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,3.0,0.0,0.0,0.0,3.0,16.0,15.0,8.0,14.0,2.0,0.0,0.0,0.0,16.0,11.0,0.0,11.0,10.0,0.0,0.0,0.0,9.0,14.0,7.0,16.0,10.0,0.0,0.0,0.0,0.0,12.0,16.0,14.0,1.0,0.0
3,0.0,0.0,8.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,14.0,12.0,10.0,14.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,14.0,0.0,0.0,0.0,2.0,16.0,5.0,10.0,16.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,7.0,0.0,0.0
3,0.0,0.0,7.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,16.0,12.0,10.0,15.0,1.0,0.0,0.0,0.0,10.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,8.0,4.0,10.0,15.0,2.0,0.0,0.0,0.0,12.0,16.0,16.0,6.0,0.0,0.0
7,0.0,0.0,12.0,16.0,16.0,5.0,0.0,0.0,0.0,3.0,13.0,8.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,16.0,13.0,0.0,0.0,6.0,9.0,11.0,16.0,9.0,5.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0
3,0.0,0.0,5.0,15.0,16.0,15.0,1.0,0.0,0.0,10.0,16.0,11.0,8.0,16.0,5.0,0.0,0.0,12.0,10.0,1.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,16.0,0.0,0.0,0.0,8.0,13.0,5.0,15.0,12.0,0.0,0.0,0.0,5.0,15.0,16.0,14.0,3.0,0.0
3,0.0,0.0,10.0,16.0,16.0,10.0,1.0,0.0,0.0,4.0,16.0,11.0,11.0,16.0,3.0,0.0,0.0,1.0,9.0,1.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,2.0,12.0,7.0,4.0,14.0,15.0,1.0,0.0,0.0,11.0,16.0,16.0,15.0,4.0,0.0
4,0.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,3.0,8.0,0.0,0.0,6.0,15.0,2.0,0.0,14.0,7.0,0.0,0.0,8.0,16.0,12.0,13.0,16.0,4.0,0.0,0.0,3.0,11.0,11.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0
6,0.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,10.0,2.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,14.0,4.0,0.0,0.0,0.0,1.0,16.0,16.0,8.0,16.0,2.0,0.0,0.0,0.0,14.0,11.0,0.0,13.0,9.0,0.0,0.0,0.0,9.0,14.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,14.0,16.0,14.0,0.0,0.0
6,0.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,1.0,16.0,15.0,8.0,14.0,9.0,0.0,0.0,0.0,14.0,12.0,0.0,12.0,13.0,0.0,0.0,0.0,6.0,14.0,7.0,16.0,10.0,0.0,0.0,0.0,1.0,13.0,16.0,13.0,1.0,0.0
6,0.0,0.0,0.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,9.0,2.0,0.0,0.0,0.0,1.0,16.0,15.0,16.0,15.0,2.0,0.0,0.0,0.0,15.0,7.0,1.0,12.0,10.0,0.0,0.0,0.0,10.0,14.0,4.0,15.0,12.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,5.0,0.0
4,0.0,0.0,0.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,2.0,8.0,0.0,0.0,1.0,15.0,5.0,0.0,10.0,11.0,0.0,0.0,6.0,14.0,1.0,6.0,16.0,5.0,0.0,0.0,12.0,16.0,16.0,16.0,14.0,2.0,0.0,0.0,3.0,12.0,13.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
9,0.0,0.0,0.0,12.0,14.0,5.0,0.0,0.0,0.0,0.0,6.0,11.0,4.0,15.0,0.0,0.0,0.0,0.0,8.0,9.0,8.0,16.0,3.0,0.0,0.0,0.0,3.0,14.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,13.0,6.0,1.0,7.0,9.0,0.0,0.0,0.0,1.0,10.0,14.0,15.0,2.0,0.0
1,0.0,0.0,1.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,7.0,0.0,0.0
5,0.0,0.0,7.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,14.0,13.0,7.0,4.0,0.0,0.0,0.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,8.0,6.0,1.0,0.0,0.0,0.0,4.0,12.0,12.0,16.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,5.0,6.0,6.0,16.0,4.0,0.0,0.0,0.0,7.0,16.0,16.0,11.0,1.0,0.0
0,0.0,0.0,1.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,9.0,13.0,5.0,14.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,10.0,2.0,0.0,0.0,3.0,16.0,4.0,0.0,9.0,4.0,0.0,0.0,4.0,13.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,13.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,13.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,2.0,0.0,0.0
9,0.0,0.0,8.0,16.0,6.0,3.0,0.0,0.0,0.0,2.0,13.0,5.0,10.0,14.0,0.0,0.0,0.0,4.0,14.0,1.0,9.0,16.0,0.0,0.0,0.0,0.0,12.0,13.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,6.0,15.0,16.0,10.0,0.0,0.0
5,0.0,0.0,4.0,9.0,13.0,13.0,0.0,0.0,0.0,1.0,13.0,15.0,6.0,2.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,2.0,11.0,3.0,0.0,10.0,4.0,0.0,0.0,0.0,2.0,5.0,4.0,15.0,1.0,0.0,0.0,0.0,3.0,12.0,14.0,8.0,0.0,0.0
2,0.0,1.0,13.0,16.0,9.0,0.0,0.0,0.0,0.0,8.0,15.0,8.0,15.0,5.0,0.0,0.0,0.0,11.0,9.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,10.0,1.0,0.0,1.0,16.0,14.0,10.0,8.0,11.0,1.0
8,0.0,0.0,2.0,16.0,14.0,2.0,0.0,0.0,0.0,1.0,12.0,16.0,16.0,10.0,0.0,0.0,0.0,4.0,16.0,12.0,12.0,12.0,0.0,0.0,0.0,1.0,15.0,11.0,16.0,6.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,10.0,12.0,6.0,15.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,12.0,0.0,0.0
2,0.0,0.0,7.0,16.0,14.0,3.0,0.0,0.0,0.0,0.0,9.0,14.0,11.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,1.0,0.0,0.0,0.0,5.0,12.0,16.0,16.0,14.0,1.0,0.0,0.0,8.0,16.0,14.0,10.0,13.0,3.0
0,0.0,0.0,5.0,13.0,11.0,1.0,0.0,0.0,0.0,3.0,16.0,11.0,8.0,12.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,13.0,3.0,0.0,0.0,5.0,13.0,0.0,0.0,6.0,7.0,0.0,0.0,7.0,10.0,0.0,0.0,8.0,7.0,0.0,0.0,4.0,13.0,0.0,1.0,14.0,5.0,0.0,0.0,1.0,15.0,5.0,12.0,10.0,0.0,0.0,0.0,0.0,7.0,16.0,10.0,1.0,0.0,0.0
0,0.0,0.0,4.0,15.0,13.0,2.0,0.0,0.0,0.0,4.0,16.0,15.0,7.0,11.0,0.0,0.0,0.0,8.0,14.0,14.0,0.0,14.0,2.0,0.0,0.0,7.0,9.0,12.0,4.0,8.0,7.0,0.0,0.0,6.0,11.0,0.0,0.0,7.0,9.0,0.0,0.0,2.0,15.0,1.0,0.0,10.0,8.0,0.0,0.0,0.0,11.0,8.0,4.0,15.0,4.0,0.0,0.0,0.0,2.0,14.0,16.0,10.0,0.0,0.0
1,0.0,0.0,0.0,3.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,0.0,0.0,0.0,3.0,12.0,16.0,16.0,8.0,0.0,0.0,0.0,13.0,16.0,9.0,16.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0
7,0.0,1.0,12.0,16.0,16.0,15.0,0.0,0.0,0.0,7.0,13.0,7.0,8.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,7.0,15.0,16.0,16.0,11.0,0.0,0.0,3.0,15.0,12.0,15.0,4.0,2.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0,13.0,16.0,13.0,14.0,4.0,0.0,0.0,0.0,11.0,8.0,2.0,3.0,13.0,0.0,0.0,0.0,7.0,11.0,5.0,12.0,11.0,0.0,0.0,0.0,1.0,11.0,12.0,4.0,0.0,0.0
3,0.0,0.0,13.0,16.0,16.0,9.0,0.0,0.0,0.0,2.0,16.0,7.0,7.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,10.0,0.0,0.0,0.0,8.0,9.0,1.0,12.0,11.0,0.0,0.0,0.0,11.0,16.0,16.0,15.0,1.0,0.0
2,0.0,0.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,1.0,16.0,7.0,13.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,14.0,8.0,7.0,1.0,0.0,0.0,6.0,13.0,12.0,12.0,15.0,12.0
1,0.0,0.0,1.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,0.0,0.0
7,0.0,1.0,8.0,16.0,15.0,0.0,0.0,0.0,0.0,4.0,13.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,6.0,2.0,0.0,0.0,0.0,12.0,16.0,14.0,13.0,8.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,0.0,1.0,0.0,0.0,0.0,8.0,14.0,0.0,9.0,11.0,0.0,0.0,1.0,15.0,6.0,1.0,14.0,10.0,0.0,0.0,8.0,15.0,0.0,8.0,16.0,1.0,0.0,0.0,10.0,15.0,9.0,15.0,15.0,0.0,0.0,0.0,5.0,15.0,14.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,2.0,0.0,0.0
6,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,12.0,9.0,1.0,0.0,0.0,0.0,15.0,16.0,14.0,13.0,12.0,0.0,0.0,0.0,14.0,15.0,7.0,0.0,15.0,6.0,0.0,0.0,9.0,14.0,4.0,7.0,15.0,8.0,0.0,0.0,1.0,13.0,16.0,16.0,12.0,1.0
3,0.0,0.0,10.0,16.0,16.0,10.0,0.0,0.0,0.0,8.0,15.0,7.0,6.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,3.0,0.0,0.0
